index,content,token
2173,"Yeah, definitely if someone wants to start some shit with you, you're absolutely better off just swallowing your ego and getting the fuck out of dogs.",150
2174,"I, that's the warrior kid box.",30
2175,Yeah.,5
2176,"Teach those kids, hey, there's going to be problems, there's going to be bullies.",81
2177,"If you can, you don't need to fight them.",41
2178,"And what's, oh, I'm going to hit me up, you know, because I'm always telling people to change your Jitsu, to change your Jitsu.",127
2179,"That's going to hit me up, you know, I've tried it, but I don't, I want to try and I try it a couple times, but I don't like to fight.",134
2180,"And I'm like, hey, if you don't like the fight to fight, you more than anyone else should learn Jiu Jitsu.",106
2181,"Because if you know Jiu Jitsu, you probably, your chances of having to fight will go down a lot.",96
2182,"Just by the way you carry yourself, just the way by, by the way you present yourself, the chance of you having to fight go down a lot.",134
2183,"Also with Jiu Jitsu, you're involved in real life struggles.",60
2184,"The thing about like karate sparring and a lot of point like light sparring is, it's not the real chaos that comes with an actual fight.",136
2185,Whereas Jiu Jitsu is full blast.,32
2186,Yes.,4
2187,Someone's trying to get you.,28
2188,"It's full, so you get used to full blast.",41
2189,"You get, you get accustomed to it.",34
2190,You know what to expect.,24
2191,"As someone swings for you and you clench with them, you know what it's like to resist with a 100% non-compliant body.",117
2192,"You know, someone's like, fuck, I'm really trying to get away from you.",71
2193,"Really, it's not like play sparring.",36
2194,Yes.,4
2195,You can go full out.,20
2196,And you know where this brings us right back to?,48
2197,Police officers.,16
2198,Yes.,4
2199,"Well, Andrew Yang said it best.",31
2200,"He said, I think that every police officer should be a purple belt.",67
2201,"Oh, that's a purple belt.",25
2202,That's an incredible statement.,31
2203,"It's a good level, right?",25
2204,It's like an attainable level within a couple of years.,55
2205,"But with a couple of years, man, you've got your ass kicked.",60
2206,You've kicked some ass.,23
2207,A purple belt is basically a black belt who hasn't done enough time yet.,72
2208,It's all it is.,15
2209,"I mean, once you've got past blue belt, like blue belt is, I put in the time, I've learned how to do some stuff, and maybe I'll do this.",136
2210,I might make it.,16
2211,I might make purple belt.,25
2212,"Like, you basically, everybody who gets a purple, you want to grab and go, hang in there.",89
2213,You are a fucking black belt.,29
2214,What's better to say?,21
2215,And you're a black belt in Jiu-Jitsu.,37
2216,You're going to be a black belt in Jiu-Jitsu.,45
2217,Just keep fucking going.,24
2218,You already have exhibit enough technique that you could actually one day achieve that.,87
2219,Just keep going.,16
2220,Yeah.,5
2221,"The amount of confidence and mental clarity that cops would have if every cop was a purple belt, it would be amazing.",117
2222,Amazing.,8
2223,Nothing better that we could do than to somehow make that happen.,65
2224,Yeah.,5
2225,Good idea for Andrew Yang.,26
2226,"The horrible video of this guy involved with this lady, and he's a cop and he's talking to this lady and she's not compliant and he grabs her and he fucking brute strength serve to the ground and throws her on her stomach and then gets her in a rear naked choke and people are film this and yeah, it's a terrible rear naked choke.",330
2227,He'd tell he sucks.,19
2228,The whole thing is terrible.,28
2229,"Like, I couldn't imagine a black belt ever handling it that way.",64
2230,Ever.,5
2231,Ever.,5
2232,It wouldn't be so threatened by her.,36
2233,It's not physically threatening at all and you wouldn't want to bully her and to show her that you could throw her around like that.,132
2234,It wouldn't happen.,19
2235,It wouldn't happen.,19
2236,Fear.,5
2237,Right.,6
2238,"That's fear kicking in and it's fear not only of his ego, but he might be legitimately.",87
2239,When's the last thing he put hands on somebody?,47
2240,"I mean, if you put hands on people, you know you don't have to do what he did in that situation.",96
2241,"I haven't seen the video, but you don't, you know, you know you don't have to do that.",86
2242,I think he's just a pussy.,26
2243,"When I'm looking at the video, I'm like, I just think he just wants to throw his weight around, which is another thing you wouldn't do if you know how to fight.",160
2244,That's part of why a lot of people act like that is because they really don't know how to fight.,96
2245,"And that's really, they really don't know how to do that to a grown man.",72
2246,"So when they're doing to someone who they can do it to because they're just bigger, they do it.",95
2247,"They'll force them, they'll impose them so they'll be a bully.",62
2248,"It's horrible to say, but you wouldn't say you're not going to see a black belt doing that to somebody.",103
2249,They're not confident.,22
2250,Exactly.,8
2251,Exactly.,8
2252,It's the same thing with kids.,30
2253,Yes.,4
2254,"I posted some of a few months ago, but it's, you know, some bully thing had popped up.",86
2255,"And I said, Hey, if you want to stop bullying, you know, have kids change your jets, you more tie wrestling.",108
2256,They should have it in school.,30
2257,They should be teaching kids in school.,39
2258,And here's the thing.,21
2259,"People thought, I said, not only will it prevent them from getting bullied, it will prevent them from bullying.",111
2260,Yes.,4
2261,People don't understand people cannot comprehend what that means.,65
2262,And it's exactly what you just said.,36
2263,If somebody actually knows how to fight and you've been humbled and you've been beat down and you've been choked and you know what that feels like and you know what it means and you know how that feels.,202
2264,"The chances of you, look, you could still be an asshole, but the chances of you becoming a bully are way less than if you're insecure and scared and have a, you know, try to make up for your ego by abusing people.",213
2265,That's who becomes bullies with kids and with adults.,53
2266,100%.,5
2267,"The more you train, the more secure you are, the smaller your ego is, the more you're able to step back and see things clearly.",127
2268,"You know, that's one of the horrible things about that.",55
2269,The George Floyd was the other cops.,36
2270,They're not detached from the situation.,40
2271,"They're all wound up in it and Jiu-Jitsu teaches you and fighting teaches you that if you do that, if you allow yourself to get wrapped up into stuff, you're going to, you're going to make bad decisions.",203
2272,"I think also for kids, a lot of the reasons why they do horrible shit is because they have too much fucking energy.",115
2273,They're all jacked up with young hormones.,42
2274,"Oh, yeah.",9
2275,Testosterone.,13
2276,Yeah.,5
2277,Testosterone and... And angst.,30
2278,"And angst and... Bro, it's kind of fun, right?",46
2279,"You know, like, you, it's kind of fun.",38
2280,Like there's mayhem going on.,29
2281,Yeah.,5
2282,"Well, is that the right word?",29
2283,Am I a jerk for saying that?,28
2284,I don't know.,13
2285,"When I was a kid, that kind of mayhem.",38
2286,"I wanted to be a part of it, you know?",38
